"ID","DCE1.mono","DCE2.mono","DCE3.mono","duration","DCE1.4","DCE1.5","DCE1.6","DCE1.7","DCE1.8","DCE1.9","DCE1.10","DCE1.11","DCE1.12","DCE1.13","DCE1.14","DCE1.15","DCE1.16","DCE1.17","DCE1.18","DCE1.19","DCE1.20","DCE1.21","DCE1.22","DCE1.23","DCE1.24","DCE1.25","DCE1.26","DCE1.27","DCE2.4","DCE2.5","DCE2.6","DCE2.7","DCE2.8","DCE2.9","DCE2.10","DCE2.11","DCE2.12","DCE2.13","DCE2.14","DCE2.15","DCE2.16","DCE2.17","DCE2.18","DCE2.19","DCE2.20","DCE2.21","DCE2.22","DCE2.23","DCE2.24","DCE2.25","DCE2.26","DCE2.27","DCE3.4","DCE3.5","DCE3.6","DCE3.7","DCE3.8","DCE3.9","DCE3.10","DCE3.11","DCE3.12","DCE3.13","DCE3.14","DCE3.15","DCE3.16","DCE3.17","DCE3.18","DCE3.19","DCE3.20","DCE3.21","DCE3.22","DCE3.23","DCE3.24","DCE3.25","DCE3.26","DCE3.27","risk1_1","risk1_2","risk1_3","risk1_4","risk1_5","risk1_6","risk1_7","risk1_8","risk1_9","risk1_10","risk1_11","risk1_12","loss1_1","loss1_2","loss1_3","loss1_4","loss1_5","loss1_6","loss1_7","loss1_8","loss1_9","loss1_10","loss1_11","loss1_12","risk2_1","risk2_2","risk2_3","risk2_4","risk2_5","risk2_6","risk2_7","risk2_8","risk2_9","risk2_10","risk2_11","risk2_12","loss2_1","loss2_2","loss2_3","loss2_4","loss2_5","loss2_6","loss2_7","loss2_8","loss2_9","loss2_10","loss2_11","loss2_12","breq3_id1","breq3_id2","breq3_id3","breq3_id4","breq3_amov1","breq3_amov2","breq3_amov3","breq3_amov4","breq3_intrins1","breq3_intrins2","breq3_intrins3","breq3_intrins4","breq3_intro1","breq3_intro2","breq3_intro3","breq3_intro4","breq3_integ1","breq3_integ2","breq3_integ3","breq3_integ4","breq3_ext1","breq3_ext2","breq3_ext3","breq3_ext4","VigDays","VigHours","VigMin","VigDK","ModDays","ModHours","ModMin","ModDK","WalkDays","WalkHours","WalkMin","WalkDK","SitHours","SitMin","SitDK","PA_typical","joint_study","NICE_age","NICE_pain","NICE_activity","NICE_stiffness","NICE_stiffness_min","pain_NRS","function_NRS","hipL","hipR","ankleL","ankleR","kneeL","kneeR","footL","footR","DOB","enddate","gender","height","weight","employed","income","household","state"
"2ed5416d-3bbc-6e54-a421-76fe67f471a3",NA,NA,"2","1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","2",NA,"1","1","1",NA,"2",NA,"2","1","1",NA,"2",NA,"1","2",NA,"2","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","5","1","1","1","1","4","5","5","6","6","3","4","4","5","5","5","5","3","1","1","1","7",NA,"40",NA,"0",NA,NA,NA,"7","1",NA,NA,"3",NA,NA,"1","4","4","1","1","3",NA,"4","4",NA,NA,NA,NA,"1","1",NA,NA,"16/01/1960","2/11/2020 16:27","2","178","76","1","3","2","6"
"2773a823-e402-b38e-026f-9f58c602fee6","2",NA,NA,"693","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6","5","1","1","1","1","4","6","5","6","5","1","3","6","5","3","1","5","1","1","1","1","3",NA,"40",NA,"5",NA,"90",NA,"7",NA,"15",NA,"7",NA,NA,"5","5","4","1","1","1","4","4","6",NA,"1","1",NA,"1",NA,NA,NA,"6/10/1955","2/11/2020 16:27","1","154","83.3","2","3","2","4"
"8a96915d-8e17-835d-e711-a6bd80199c9f","2",NA,NA,"962","2",NA,"1","2",NA,"2","2",NA,"2","1","1",NA,"2",NA,"1","1","1",NA,"1","2",NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","5","4","1","1","1","1","5","6","5","5","4","3","3","3","5","5","6","4","3","4","1","1","1",NA,"40",NA,"3",NA,"30",NA,"2",NA,"30",NA,"10",NA,NA,"1","3","4","1","4","1","4","7","8",NA,"1",NA,NA,NA,"1",NA,NA,"31/12/1967","2/11/2020 16:28","1","163","75","1","2","1","4"
"eb8219b4-5e6a-0f37-f3f8-2ea9647ff578",NA,NA,"2","859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"2",NA,NA,"2",NA,NA,"2",NA,NA,"1",NA,NA,"2",NA,NA,"1",NA,NA,"2",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","1","1","1","1","6","6","6","6","5","3","5","6","6","6","6","6","4","6","3","1","5","3","15",NA,"2","2","15",NA,"7","3","25",NA,"5","0",NA,"1","8","4","1","1","1","5","8","8","1",NA,NA,NA,NA,"1",NA,"1","6/7/1945","2/11/2020 16:28","2","80","90","2","3","2","6"
"b7e18631-6fbc-902b-907d-b1cac19664f7",NA,NA,"2","888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"2","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"2","2",NA,"1","1","1","1","1","1","1","1","1","1","1","1","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","3","1","1","1","3","1","3","3","4","4","4","4","4","5","3","4","4","5","3","3","4","3",NA,"30",NA,"3",NA,"30",NA,"5",NA,"30",NA,NA,NA,"1","1","1","4","1","1","1","4","5","5","1",NA,NA,NA,"1",NA,NA,NA,"7/12/1952","2/11/2020 16:28","1","175","64.5","2","2","1","6"
"91949678-5db4-9307-e534-a1bf9ab1d0be",NA,NA,"2","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","5","3","3","4","3","3","3","3","4","4","4","3","4","3","4","3","3","3","3","4","3","5","5","1","0",NA,"0",NA,NA,NA,"7","1","30",NA,"6","0",NA,"1","2","4","1","1","1","4","6","7",NA,"1",NA,NA,"1",NA,NA,NA,"16/03/1963","2/11/2020 16:28","2","177","100","1","3","2","3"
"819b9977-abdd-8ac5-ea3b-aeb03fd1f8bf",NA,NA,"2","964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","1","1","1","1","5","6","5","5","5","3","5","5","5","5","6","5","3","3","1","1","5",NA,NA,NA,"7",NA,NA,NA,"7",NA,NA,NA,"28",NA,NA,"1","6","4","1","1","1","5","5","5",NA,NA,NA,NA,NA,"1","1",NA,"13/05/1869","2/11/2020 16:28","1","167","66","1","5","2","4"
"64599d34-abe5-2653-2978-aa724721f8e9","2",NA,NA,"2155","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","4","3","3","3","3","3","3","4","4","4","3","3","3","3","4","4","4","4","3","3","3","3","0",NA,NA,NA,"0",NA,NA,NA,"7","1",NA,NA,NA,NA,"1","5","1","4","1","1","1","4","7","5","1",NA,NA,NA,"1",NA,NA,NA,"10/4/1968","2/11/2020 16:30","1","170","75","2","3","2","6"
"5deb4e08-d111-7770-9a44-79c06f6b82d4","2",NA,NA,"1323","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"2","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6","5","1","1","1","1","4","6","6","6","4","1","4","3","5","5","6","5","1","1","1","1","2","1","30",NA,"2","1","0",NA,"4","0","30",NA,"4","0",NA,"1","3","4","1","1","3",NA,"6","6",NA,"1",NA,NA,NA,NA,NA,NA,"20/09/1953","2/11/2020 16:30","2","172","80","1","4","2","7"
"4824e714-5ce0-e366-5558-d00f76e70fd1",NA,NA,"2","1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,"6","4","5","3","5","5","4","5","3","4","3","3","5","5","3","5","4","4","3","4","5","5","3","3","0",NA,NA,NA,"7","2","0",NA,"3","0","30",NA,"70","0",NA,"1","5","4","1","1","1","5","7","9",NA,NA,"1",NA,"1","1",NA,NA,"30/09/1950","2/11/2020 16:32","1","163","84","1","2","2","6"
"693f3799-f18e-23bb-4ed5-001447a67b45",NA,NA,"2","1006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","2",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","2",NA,NA,NA,"1","1","1","1","1","1","1","1","2",NA,NA,NA,"6","6","6","5","1","1","1","1","5","6","6","6","6","5","4","4","5","5","5","5","1","3","1","1","0",NA,NA,NA,"1","2",NA,NA,"7","3","30",NA,"6",NA,NA,"1","6","4","1","1","1","4","5","3",NA,NA,NA,NA,NA,NA,"1",NA,"15/07/1960","2/11/2020 16:32","2","178","80","2","4","2","5"
"e40e0005-cc9b-2d63-7f49-372504545fce",NA,NA,"2","1685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","2",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","4","3","3","3","3","3","3","3","3","5","3","3","3","4","3","3","4","4","5","5","5","0",NA,NA,NA,"1",NA,NA,"1","3",NA,NA,"1",NA,NA,"1","1","4","4","1","1","1","5","7","7","1","1","1","1","1","1","1","1","16/03/1964","2/11/2020 16:33","1","152","82","2","3","2","4"
"10c476f6-ff65-634c-b5ba-41efc673ae3f",NA,"2",NA,"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"2",NA,"1","1","1",NA,"1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","1","1","1","1","5","5","5","6","6","4","1","4","6","5","6","6","1","3","1","1","0",NA,NA,NA,"4","3","30",NA,"7","2","0",NA,"4","0",NA,"1","5","4","1","1","1","4","5","5",NA,NA,"1",NA,NA,NA,"1","1","17/07/1944","2/11/2020 16:33","2","186","104","2","3","2","6"
"f8a8c796-6cfe-d464-d9da-f08366d2f752",NA,NA,"2","1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"2","1","1",NA,"1","2",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1","1","1","1","1","1","1","1","1","1","1","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5","3","3","1","1","3","4","4","4","5","4","4","4","4","3","3","3","1","1","1","1","0",NA,NA,NA,"2","2","30",NA,"5","1","10",NA,"60","0",NA,"1","6","4","1","1","1","5","9","8","1",NA,"1",NA,"1",NA,"1",NA,"2/10/1968","2/11/2020 16:35","1","147","85","2","2","2","6"
"70637092-bc28-5868-12de-4748e67d155e",NA,NA,"2","1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","4","3","3","1","4","3","1","4","1","1","3","1","4","3","3","3","1","3","1","4","4","3","3","0","30",NA,"7","0","45",NA,"1","0","30",NA,"5","0",NA,"1","4","4","1","1","1","4","7","7",NA,"1","1","1","1","1","1","1","5/1/1950","2/11/2020 16:35","1","160","110","1","2","2","3"
"a4dc2965-4115-311a-ad29-1ef7af316ca6",NA,NA,"2","1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"2","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","5","4","1","1","1","1","3","3","3","3","3","1","1","3","3","3","3","4","1","1","1","1","1","3","180",NA,"0",NA,NA,NA,"6","3","180",NA,"3","180",NA,"1","1","4","1","1","1","4","4","2","1",NA,NA,NA,"1",NA,NA,NA,"9/9/1951","2/11/2020 16:36","1","176","94","1","3","2","4"
"d2160240-d728-f0ab-670c-353df5464a85","2",NA,NA,"730","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2",NA,"6","6","5","5","1","1","1","1","3","4","3","3","5","5","3","4","5","4","3","5","4","3","1","3","2","0","45",NA,"2","0","30",NA,"3","1","0",NA,"3","0",NA,"1","7","4","1","4","1","4","2","1",NA,NA,NA,"1",NA,NA,NA,NA,"15/03/1970","2/11/2020 16:36","1","168","73","2","3","1","5"
"c056f08e-c1bc-147c-27c2-c77d5eadd84b","2",NA,NA,"915","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","5","1","1","1","1","1","1","1","4","1","1","3","4","4","1","1","1","1","4","6","4","6","0",NA,NA,NA,"0",NA,NA,NA,"3","0","12",NA,"40","0",NA,"1","6","4","1","1","1","5","9","7",NA,NA,"1",NA,NA,NA,"1",NA,"27/11/1956","2/11/2020 16:36","2","170","145","2","4","2","5"
"0c2c713d-c0a0-84a7-5d71-460718968afd",NA,NA,"2","583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","2",NA,"1","2",NA,"1","2",NA,"1","2",NA,"1","2",NA,"1","2",NA,"1","2",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0",NA,NA,NA,"0",NA,NA,NA,"3","30","30",NA,"20","20",NA,"1","6","4","1","1","1","4","5","5",NA,NA,NA,NA,NA,NA,"1",NA,"18/12/1970","2/11/2020 16:36","1","152","53","2","4","2","6"
"0f195277-c9f2-463c-683b-6532d8fa5bb3","2",NA,NA,"1445","2",NA,"1","1","2",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"2","2",NA,"2","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5","3","3","3","3","5","5","5","5","6","5","5","5","5","5","5","5","3","3","3","3","0",NA,NA,NA,"0",NA,NA,NA,"4","1","0",NA,"4","45",NA,"5","3","4","1","1","3",NA,"5","5",NA,"1",NA,"1",NA,"1",NA,"1","21/09/1960","2/11/2020 16:38","1","163","100","2","3","2","5"
"c02e51ec-193c-4fc7-5fa0-660597254021",NA,NA,"2","1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1","1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4","4","4","3","4","3","4","4","4","4","5","3","4","5","3","1","1","3","4","3","1","4","0",NA,NA,NA,"1",NA,"30",NA,"1",NA,"20",NA,"65",NA,NA,"1","4","4","1","1","3",NA,"5","3","1","1",NA,NA,NA,"1",NA,NA,"15/12/1956","2/11/2020 16:39","1","152","80","1","5","2","4"
"0a26fecf-0fe9-eb16-5783-c90dbfff4203",NA,NA,"2","1470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1","1","1",NA,"1","1",NA,"1","1",NA,"1","1",NA,"2",NA,"1","2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","5","5","4","1","1","1","1","4","4","4","4","4","4","3","3","6","4","5","4","4","3","3","3","3",NA,"40",NA,"2","2",NA,NA,"7",NA,"30",NA,"6",NA,NA,"3","3","4","1","1","1","4","4","3","1","1",NA,NA,NA,"1",NA,NA,"22/10/1956","2/11/2020 16:39","1","168","75","1","6","2","5"
"cec74a58-a091-518c-b614-7dec9af0fa84","2",NA,NA,"1480","2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","1","1",NA,"2",NA,"1","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","1","1","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","5","1","1","1","1","5","5","5","6","6","3","4","3","4","3","4","3","1","1","1","1","4","0","30",NA,"1",NA,"40",NA,"7",NA,"20",NA,NA,NA,"1","1","4","4","1","1","3",NA,"4","9",NA,NA,NA,NA,NA,"1",NA,NA,"13/02/1974","2/11/2020 16:40","2","187","100","1","4","2","5"
