"Version","Trial","Alt","Participant","Selection","Goal","Form","Magnitude","Direction"
1,"6","1","R_33DbdBS7S0ZDAVI",1,"30min","Cash","500","neg"
1,"6","2","R_33DbdBS7S0ZDAVI",0,"90min","Voucher","300","pos"
1,"6","3","R_33DbdBS7S0ZDAVI",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_33DbdBS7S0ZDAVI",0,"30min","Donate","300","neg"
1,"7","2","R_33DbdBS7S0ZDAVI",0,"60min","Voucher","160","pos"
1,"7","3","R_33DbdBS7S0ZDAVI",1,"SQ","SQ","SQ","SQ"
1,"8","1","R_33DbdBS7S0ZDAVI",0,"90min","Donate","300","pos"
1,"8","2","R_33DbdBS7S0ZDAVI",1,"30min","Voucher","160","neg"
1,"8","3","R_33DbdBS7S0ZDAVI",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3DvVuuf7IcNXoEB",0,"90min","Donate","160","neg"
1,"1","2","R_3DvVuuf7IcNXoEB",1,"60min","Cash","500","pos"
1,"1","3","R_3DvVuuf7IcNXoEB",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3DvVuuf7IcNXoEB",1,"90min","Cash","500","neg"
1,"2","2","R_3DvVuuf7IcNXoEB",0,"60min","Donate","300","pos"
1,"2","3","R_3DvVuuf7IcNXoEB",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3DvVuuf7IcNXoEB",0,"30min","Donate","160","pos"
1,"3","2","R_3DvVuuf7IcNXoEB",1,"90min","Cash","300","neg"
1,"3","3","R_3DvVuuf7IcNXoEB",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3DvVuuf7IcNXoEB",1,"30min","Cash","500","pos"
1,"4","2","R_3DvVuuf7IcNXoEB",0,"60min","Donate","300","neg"
1,"4","3","R_3DvVuuf7IcNXoEB",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3DvVuuf7IcNXoEB",0,"90min","Voucher","160","pos"
1,"5","2","R_3DvVuuf7IcNXoEB",1,"30min","Cash","300","neg"
1,"5","3","R_3DvVuuf7IcNXoEB",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3DvVuuf7IcNXoEB",1,"30min","Cash","500","neg"
1,"6","2","R_3DvVuuf7IcNXoEB",0,"90min","Voucher","300","pos"
1,"6","3","R_3DvVuuf7IcNXoEB",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3DvVuuf7IcNXoEB",0,"30min","Donate","300","neg"
1,"7","2","R_3DvVuuf7IcNXoEB",1,"60min","Voucher","160","pos"
1,"7","3","R_3DvVuuf7IcNXoEB",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3DvVuuf7IcNXoEB",0,"90min","Donate","300","pos"
1,"8","2","R_3DvVuuf7IcNXoEB",1,"30min","Voucher","160","neg"
1,"8","3","R_3DvVuuf7IcNXoEB",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3dYYQOTBaNMZYM6",0,"90min","Donate","160","neg"
1,"1","2","R_3dYYQOTBaNMZYM6",1,"60min","Cash","500","pos"
1,"1","3","R_3dYYQOTBaNMZYM6",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3dYYQOTBaNMZYM6",1,"90min","Cash","500","neg"
1,"2","2","R_3dYYQOTBaNMZYM6",0,"60min","Donate","300","pos"
1,"2","3","R_3dYYQOTBaNMZYM6",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3dYYQOTBaNMZYM6",0,"30min","Donate","160","pos"
1,"3","2","R_3dYYQOTBaNMZYM6",1,"90min","Cash","300","neg"
1,"3","3","R_3dYYQOTBaNMZYM6",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3dYYQOTBaNMZYM6",1,"30min","Cash","500","pos"
1,"4","2","R_3dYYQOTBaNMZYM6",0,"60min","Donate","300","neg"
1,"4","3","R_3dYYQOTBaNMZYM6",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3dYYQOTBaNMZYM6",0,"90min","Voucher","160","pos"
1,"5","2","R_3dYYQOTBaNMZYM6",1,"30min","Cash","300","neg"
1,"5","3","R_3dYYQOTBaNMZYM6",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3dYYQOTBaNMZYM6",1,"30min","Cash","500","neg"
1,"6","2","R_3dYYQOTBaNMZYM6",0,"90min","Voucher","300","pos"
1,"6","3","R_3dYYQOTBaNMZYM6",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3dYYQOTBaNMZYM6",1,"30min","Donate","300","neg"
1,"7","2","R_3dYYQOTBaNMZYM6",0,"60min","Voucher","160","pos"
1,"7","3","R_3dYYQOTBaNMZYM6",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3dYYQOTBaNMZYM6",1,"90min","Donate","300","pos"
1,"8","2","R_3dYYQOTBaNMZYM6",0,"30min","Voucher","160","neg"
1,"8","3","R_3dYYQOTBaNMZYM6",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3e9rfsHk00PnGJJ",0,"90min","Donate","160","neg"
1,"1","2","R_3e9rfsHk00PnGJJ",1,"60min","Cash","500","pos"
1,"1","3","R_3e9rfsHk00PnGJJ",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3e9rfsHk00PnGJJ",0,"90min","Cash","500","neg"
1,"2","2","R_3e9rfsHk00PnGJJ",0,"60min","Donate","300","pos"
1,"3","1","R_3e9rfsHk00PnGJJ",0,"30min","Donate","160","pos"
1,"3","2","R_3e9rfsHk00PnGJJ",0,"90min","Cash","300","neg"
1,"3","3","R_3e9rfsHk00PnGJJ",1,"SQ","SQ","SQ","SQ"
1,"4","1","R_3e9rfsHk00PnGJJ",1,"30min","Cash","500","pos"
1,"4","2","R_3e9rfsHk00PnGJJ",0,"60min","Donate","300","neg"
1,"4","3","R_3e9rfsHk00PnGJJ",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3e9rfsHk00PnGJJ",0,"90min","Voucher","160","pos"
1,"5","2","R_3e9rfsHk00PnGJJ",1,"30min","Cash","300","neg"
1,"5","3","R_3e9rfsHk00PnGJJ",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3e9rfsHk00PnGJJ",1,"30min","Cash","500","neg"
1,"6","2","R_3e9rfsHk00PnGJJ",0,"90min","Voucher","300","pos"
1,"6","3","R_3e9rfsHk00PnGJJ",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3e9rfsHk00PnGJJ",0,"30min","Donate","300","neg"
1,"7","2","R_3e9rfsHk00PnGJJ",0,"60min","Voucher","160","pos"
1,"7","3","R_3e9rfsHk00PnGJJ",1,"SQ","SQ","SQ","SQ"
1,"8","1","R_3e9rfsHk00PnGJJ",0,"90min","Donate","300","pos"
1,"8","2","R_3e9rfsHk00PnGJJ",0,"30min","Voucher","160","neg"
1,"8","3","R_3e9rfsHk00PnGJJ",1,"SQ","SQ","SQ","SQ"
1,"1","1","R_3EbdE2snvm4cC1d",0,"90min","Donate","160","neg"
1,"1","2","R_3EbdE2snvm4cC1d",1,"60min","Cash","500","pos"
1,"1","3","R_3EbdE2snvm4cC1d",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3EbdE2snvm4cC1d",1,"90min","Cash","500","neg"
1,"2","2","R_3EbdE2snvm4cC1d",0,"60min","Donate","300","pos"
1,"2","3","R_3EbdE2snvm4cC1d",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3EbdE2snvm4cC1d",0,"30min","Donate","160","pos"
1,"3","2","R_3EbdE2snvm4cC1d",1,"90min","Cash","300","neg"
1,"3","3","R_3EbdE2snvm4cC1d",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3EbdE2snvm4cC1d",1,"30min","Cash","500","pos"
1,"4","2","R_3EbdE2snvm4cC1d",0,"60min","Donate","300","neg"
1,"4","3","R_3EbdE2snvm4cC1d",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3EbdE2snvm4cC1d",0,"90min","Voucher","160","pos"
1,"5","2","R_3EbdE2snvm4cC1d",1,"30min","Cash","300","neg"
1,"5","3","R_3EbdE2snvm4cC1d",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3EbdE2snvm4cC1d",1,"30min","Cash","500","neg"
1,"6","2","R_3EbdE2snvm4cC1d",0,"90min","Voucher","300","pos"
1,"6","3","R_3EbdE2snvm4cC1d",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3EbdE2snvm4cC1d",1,"30min","Donate","300","neg"
1,"7","2","R_3EbdE2snvm4cC1d",0,"60min","Voucher","160","pos"
1,"7","3","R_3EbdE2snvm4cC1d",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3EbdE2snvm4cC1d",1,"90min","Donate","300","pos"
1,"8","2","R_3EbdE2snvm4cC1d",0,"30min","Voucher","160","neg"
1,"8","3","R_3EbdE2snvm4cC1d",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3h3DKv0hMqA4E1e",0,"90min","Donate","160","neg"
1,"1","2","R_3h3DKv0hMqA4E1e",1,"60min","Cash","500","pos"
1,"1","3","R_3h3DKv0hMqA4E1e",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3h3DKv0hMqA4E1e",0,"90min","Cash","500","neg"
1,"2","2","R_3h3DKv0hMqA4E1e",1,"60min","Donate","300","pos"
1,"2","3","R_3h3DKv0hMqA4E1e",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3h3DKv0hMqA4E1e",1,"30min","Donate","160","pos"
1,"3","2","R_3h3DKv0hMqA4E1e",0,"90min","Cash","300","neg"
1,"3","3","R_3h3DKv0hMqA4E1e",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3h3DKv0hMqA4E1e",0,"30min","Cash","500","pos"
1,"4","2","R_3h3DKv0hMqA4E1e",0,"60min","Donate","300","neg"
1,"5","1","R_3h3DKv0hMqA4E1e",0,"90min","Voucher","160","pos"
1,"5","2","R_3h3DKv0hMqA4E1e",1,"30min","Cash","300","neg"
1,"5","3","R_3h3DKv0hMqA4E1e",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3h3DKv0hMqA4E1e",1,"30min","Cash","500","neg"
1,"6","2","R_3h3DKv0hMqA4E1e",0,"90min","Voucher","300","pos"
1,"6","3","R_3h3DKv0hMqA4E1e",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3h3DKv0hMqA4E1e",1,"30min","Donate","300","neg"
1,"7","2","R_3h3DKv0hMqA4E1e",0,"60min","Voucher","160","pos"
1,"7","3","R_3h3DKv0hMqA4E1e",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3h3DKv0hMqA4E1e",0,"90min","Donate","300","pos"
1,"8","2","R_3h3DKv0hMqA4E1e",1,"30min","Voucher","160","neg"
1,"8","3","R_3h3DKv0hMqA4E1e",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3haS3RYtEXcJS1N",0,"90min","Donate","160","neg"
1,"1","2","R_3haS3RYtEXcJS1N",1,"60min","Cash","500","pos"
1,"1","3","R_3haS3RYtEXcJS1N",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3haS3RYtEXcJS1N",1,"90min","Cash","500","neg"
1,"2","2","R_3haS3RYtEXcJS1N",0,"60min","Donate","300","pos"
1,"2","3","R_3haS3RYtEXcJS1N",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3haS3RYtEXcJS1N",0,"30min","Donate","160","pos"
1,"3","2","R_3haS3RYtEXcJS1N",1,"90min","Cash","300","neg"
1,"3","3","R_3haS3RYtEXcJS1N",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3haS3RYtEXcJS1N",1,"30min","Cash","500","pos"
1,"4","2","R_3haS3RYtEXcJS1N",0,"60min","Donate","300","neg"
1,"4","3","R_3haS3RYtEXcJS1N",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3haS3RYtEXcJS1N",0,"90min","Voucher","160","pos"
1,"5","2","R_3haS3RYtEXcJS1N",1,"30min","Cash","300","neg"
1,"5","3","R_3haS3RYtEXcJS1N",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3haS3RYtEXcJS1N",1,"30min","Cash","500","neg"
1,"6","2","R_3haS3RYtEXcJS1N",0,"90min","Voucher","300","pos"
1,"6","3","R_3haS3RYtEXcJS1N",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3haS3RYtEXcJS1N",1,"30min","Donate","300","neg"
1,"7","2","R_3haS3RYtEXcJS1N",0,"60min","Voucher","160","pos"
1,"7","3","R_3haS3RYtEXcJS1N",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3haS3RYtEXcJS1N",0,"90min","Donate","300","pos"
1,"8","2","R_3haS3RYtEXcJS1N",1,"30min","Voucher","160","neg"
1,"8","3","R_3haS3RYtEXcJS1N",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3HTRjxBnLyw9UPV",0,"90min","Donate","160","neg"
1,"1","2","R_3HTRjxBnLyw9UPV",1,"60min","Cash","500","pos"
1,"1","3","R_3HTRjxBnLyw9UPV",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3HTRjxBnLyw9UPV",1,"90min","Cash","500","neg"
1,"2","2","R_3HTRjxBnLyw9UPV",0,"60min","Donate","300","pos"
1,"2","3","R_3HTRjxBnLyw9UPV",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3HTRjxBnLyw9UPV",0,"30min","Donate","160","pos"
1,"3","2","R_3HTRjxBnLyw9UPV",1,"90min","Cash","300","neg"
1,"3","3","R_3HTRjxBnLyw9UPV",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3HTRjxBnLyw9UPV",1,"30min","Cash","500","pos"
1,"4","2","R_3HTRjxBnLyw9UPV",0,"60min","Donate","300","neg"
1,"4","3","R_3HTRjxBnLyw9UPV",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3HTRjxBnLyw9UPV",0,"90min","Voucher","160","pos"
1,"5","2","R_3HTRjxBnLyw9UPV",1,"30min","Cash","300","neg"
1,"5","3","R_3HTRjxBnLyw9UPV",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3HTRjxBnLyw9UPV",1,"30min","Cash","500","neg"
1,"6","2","R_3HTRjxBnLyw9UPV",0,"90min","Voucher","300","pos"
1,"6","3","R_3HTRjxBnLyw9UPV",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3HTRjxBnLyw9UPV",0,"30min","Donate","300","neg"
1,"7","2","R_3HTRjxBnLyw9UPV",1,"60min","Voucher","160","pos"
1,"7","3","R_3HTRjxBnLyw9UPV",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3HTRjxBnLyw9UPV",0,"90min","Donate","300","pos"
1,"8","2","R_3HTRjxBnLyw9UPV",1,"30min","Voucher","160","neg"
1,"8","3","R_3HTRjxBnLyw9UPV",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3HYYRveML1EdGz6",0,"90min","Donate","160","neg"
1,"1","2","R_3HYYRveML1EdGz6",1,"60min","Cash","500","pos"
1,"1","3","R_3HYYRveML1EdGz6",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3HYYRveML1EdGz6",0,"90min","Cash","500","neg"
1,"2","2","R_3HYYRveML1EdGz6",1,"60min","Donate","300","pos"
1,"2","3","R_3HYYRveML1EdGz6",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3HYYRveML1EdGz6",0,"30min","Donate","160","pos"
1,"3","2","R_3HYYRveML1EdGz6",0,"90min","Cash","300","neg"
1,"3","3","R_3HYYRveML1EdGz6",1,"SQ","SQ","SQ","SQ"
1,"4","1","R_3HYYRveML1EdGz6",1,"30min","Cash","500","pos"
1,"4","2","R_3HYYRveML1EdGz6",0,"60min","Donate","300","neg"
1,"4","3","R_3HYYRveML1EdGz6",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3HYYRveML1EdGz6",0,"90min","Voucher","160","pos"
1,"5","2","R_3HYYRveML1EdGz6",1,"30min","Cash","300","neg"
1,"5","3","R_3HYYRveML1EdGz6",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3HYYRveML1EdGz6",1,"30min","Cash","500","neg"
1,"6","2","R_3HYYRveML1EdGz6",0,"90min","Voucher","300","pos"
1,"6","3","R_3HYYRveML1EdGz6",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3HYYRveML1EdGz6",0,"30min","Donate","300","neg"
1,"7","2","R_3HYYRveML1EdGz6",1,"60min","Voucher","160","pos"
1,"7","3","R_3HYYRveML1EdGz6",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3HYYRveML1EdGz6",0,"90min","Donate","300","pos"
1,"8","2","R_3HYYRveML1EdGz6",1,"30min","Voucher","160","neg"
1,"8","3","R_3HYYRveML1EdGz6",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3k0ON1ZCd1H0Gal",0,"90min","Donate","160","neg"
1,"1","2","R_3k0ON1ZCd1H0Gal",1,"60min","Cash","500","pos"
1,"1","3","R_3k0ON1ZCd1H0Gal",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3k0ON1ZCd1H0Gal",1,"90min","Cash","500","neg"
1,"2","2","R_3k0ON1ZCd1H0Gal",0,"60min","Donate","300","pos"
1,"2","3","R_3k0ON1ZCd1H0Gal",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3k0ON1ZCd1H0Gal",0,"30min","Donate","160","pos"
1,"3","2","R_3k0ON1ZCd1H0Gal",1,"90min","Cash","300","neg"
1,"3","3","R_3k0ON1ZCd1H0Gal",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3k0ON1ZCd1H0Gal",1,"30min","Cash","500","pos"
1,"4","2","R_3k0ON1ZCd1H0Gal",0,"60min","Donate","300","neg"
1,"4","3","R_3k0ON1ZCd1H0Gal",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3k0ON1ZCd1H0Gal",0,"90min","Voucher","160","pos"
1,"5","2","R_3k0ON1ZCd1H0Gal",1,"30min","Cash","300","neg"
1,"5","3","R_3k0ON1ZCd1H0Gal",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3k0ON1ZCd1H0Gal",1,"30min","Cash","500","neg"
1,"6","2","R_3k0ON1ZCd1H0Gal",0,"90min","Voucher","300","pos"
1,"6","3","R_3k0ON1ZCd1H0Gal",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3k0ON1ZCd1H0Gal",0,"30min","Donate","300","neg"
1,"7","2","R_3k0ON1ZCd1H0Gal",1,"60min","Voucher","160","pos"
1,"7","3","R_3k0ON1ZCd1H0Gal",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3k0ON1ZCd1H0Gal",0,"90min","Donate","300","pos"
1,"8","2","R_3k0ON1ZCd1H0Gal",1,"30min","Voucher","160","neg"
1,"8","3","R_3k0ON1ZCd1H0Gal",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3lAGihOWLpvEO82",0,"90min","Donate","160","neg"
1,"1","2","R_3lAGihOWLpvEO82",1,"60min","Cash","500","pos"
1,"1","3","R_3lAGihOWLpvEO82",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3lAGihOWLpvEO82",1,"90min","Cash","500","neg"
1,"2","2","R_3lAGihOWLpvEO82",0,"60min","Donate","300","pos"
1,"2","3","R_3lAGihOWLpvEO82",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3lAGihOWLpvEO82",0,"30min","Donate","160","pos"
1,"3","2","R_3lAGihOWLpvEO82",1,"90min","Cash","300","neg"
1,"3","3","R_3lAGihOWLpvEO82",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3lAGihOWLpvEO82",1,"30min","Cash","500","pos"
1,"4","2","R_3lAGihOWLpvEO82",0,"60min","Donate","300","neg"
1,"4","3","R_3lAGihOWLpvEO82",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3lAGihOWLpvEO82",0,"90min","Voucher","160","pos"
1,"5","2","R_3lAGihOWLpvEO82",1,"30min","Cash","300","neg"
1,"5","3","R_3lAGihOWLpvEO82",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3lAGihOWLpvEO82",1,"30min","Cash","500","neg"
1,"6","2","R_3lAGihOWLpvEO82",0,"90min","Voucher","300","pos"
1,"6","3","R_3lAGihOWLpvEO82",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3lAGihOWLpvEO82",0,"30min","Donate","300","neg"
1,"7","2","R_3lAGihOWLpvEO82",1,"60min","Voucher","160","pos"
1,"7","3","R_3lAGihOWLpvEO82",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3lAGihOWLpvEO82",0,"90min","Donate","300","pos"
1,"8","2","R_3lAGihOWLpvEO82",1,"30min","Voucher","160","neg"
1,"8","3","R_3lAGihOWLpvEO82",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3n8c6ZFH5dLwNck",0,"90min","Donate","160","neg"
1,"1","2","R_3n8c6ZFH5dLwNck",0,"60min","Cash","500","pos"
1,"1","3","R_3n8c6ZFH5dLwNck",1,"SQ","SQ","SQ","SQ"
1,"2","1","R_3n8c6ZFH5dLwNck",0,"90min","Cash","500","neg"
1,"2","2","R_3n8c6ZFH5dLwNck",0,"60min","Donate","300","pos"
1,"2","3","R_3n8c6ZFH5dLwNck",1,"SQ","SQ","SQ","SQ"
1,"3","1","R_3n8c6ZFH5dLwNck",0,"30min","Donate","160","pos"
1,"3","2","R_3n8c6ZFH5dLwNck",0,"90min","Cash","300","neg"
1,"3","3","R_3n8c6ZFH5dLwNck",1,"SQ","SQ","SQ","SQ"
1,"4","1","R_3n8c6ZFH5dLwNck",0,"30min","Cash","500","pos"
1,"4","2","R_3n8c6ZFH5dLwNck",0,"60min","Donate","300","neg"
1,"4","3","R_3n8c6ZFH5dLwNck",1,"SQ","SQ","SQ","SQ"
1,"5","1","R_3n8c6ZFH5dLwNck",0,"90min","Voucher","160","pos"
1,"5","2","R_3n8c6ZFH5dLwNck",0,"30min","Cash","300","neg"
1,"5","3","R_3n8c6ZFH5dLwNck",1,"SQ","SQ","SQ","SQ"
1,"6","1","R_3n8c6ZFH5dLwNck",0,"30min","Cash","500","neg"
1,"6","2","R_3n8c6ZFH5dLwNck",0,"90min","Voucher","300","pos"
1,"6","3","R_3n8c6ZFH5dLwNck",1,"SQ","SQ","SQ","SQ"
1,"7","1","R_3n8c6ZFH5dLwNck",0,"30min","Donate","300","neg"
1,"7","2","R_3n8c6ZFH5dLwNck",0,"60min","Voucher","160","pos"
1,"7","3","R_3n8c6ZFH5dLwNck",1,"SQ","SQ","SQ","SQ"
1,"8","1","R_3n8c6ZFH5dLwNck",0,"90min","Donate","300","pos"
1,"8","2","R_3n8c6ZFH5dLwNck",0,"30min","Voucher","160","neg"
1,"8","3","R_3n8c6ZFH5dLwNck",1,"SQ","SQ","SQ","SQ"
1,"1","1","R_3NUKDMAtOTORwHR",0,"90min","Donate","160","neg"
1,"1","2","R_3NUKDMAtOTORwHR",1,"60min","Cash","500","pos"
1,"1","3","R_3NUKDMAtOTORwHR",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3NUKDMAtOTORwHR",1,"90min","Cash","500","neg"
1,"2","2","R_3NUKDMAtOTORwHR",0,"60min","Donate","300","pos"
1,"2","3","R_3NUKDMAtOTORwHR",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3NUKDMAtOTORwHR",0,"30min","Donate","160","pos"
1,"3","2","R_3NUKDMAtOTORwHR",1,"90min","Cash","300","neg"
1,"3","3","R_3NUKDMAtOTORwHR",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3NUKDMAtOTORwHR",1,"30min","Cash","500","pos"
1,"4","2","R_3NUKDMAtOTORwHR",0,"60min","Donate","300","neg"
1,"4","3","R_3NUKDMAtOTORwHR",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3NUKDMAtOTORwHR",0,"90min","Voucher","160","pos"
1,"5","2","R_3NUKDMAtOTORwHR",1,"30min","Cash","300","neg"
1,"5","3","R_3NUKDMAtOTORwHR",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3NUKDMAtOTORwHR",1,"30min","Cash","500","neg"
1,"6","2","R_3NUKDMAtOTORwHR",0,"90min","Voucher","300","pos"
1,"6","3","R_3NUKDMAtOTORwHR",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3NUKDMAtOTORwHR",0,"30min","Donate","300","neg"
1,"7","2","R_3NUKDMAtOTORwHR",1,"60min","Voucher","160","pos"
1,"7","3","R_3NUKDMAtOTORwHR",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3NUKDMAtOTORwHR",0,"90min","Donate","300","pos"
1,"8","2","R_3NUKDMAtOTORwHR",1,"30min","Voucher","160","neg"
1,"8","3","R_3NUKDMAtOTORwHR",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3p46D2Yp0UAaFxN",0,"90min","Donate","160","neg"
1,"1","2","R_3p46D2Yp0UAaFxN",1,"60min","Cash","500","pos"
1,"1","3","R_3p46D2Yp0UAaFxN",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3p46D2Yp0UAaFxN",0,"90min","Cash","500","neg"
1,"2","2","R_3p46D2Yp0UAaFxN",1,"60min","Donate","300","pos"
1,"2","3","R_3p46D2Yp0UAaFxN",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3p46D2Yp0UAaFxN",1,"30min","Donate","160","pos"
1,"3","2","R_3p46D2Yp0UAaFxN",0,"90min","Cash","300","neg"
1,"3","3","R_3p46D2Yp0UAaFxN",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3p46D2Yp0UAaFxN",0,"30min","Cash","500","pos"
1,"4","2","R_3p46D2Yp0UAaFxN",1,"60min","Donate","300","neg"
1,"4","3","R_3p46D2Yp0UAaFxN",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3p46D2Yp0UAaFxN",1,"90min","Voucher","160","pos"
1,"5","2","R_3p46D2Yp0UAaFxN",0,"30min","Cash","300","neg"
1,"5","3","R_3p46D2Yp0UAaFxN",0,"SQ","SQ","SQ","SQ"
1,"6","1","R_3p46D2Yp0UAaFxN",0,"30min","Cash","500","neg"
1,"6","2","R_3p46D2Yp0UAaFxN",1,"90min","Voucher","300","pos"
1,"6","3","R_3p46D2Yp0UAaFxN",0,"SQ","SQ","SQ","SQ"
1,"7","1","R_3p46D2Yp0UAaFxN",0,"30min","Donate","300","neg"
1,"7","2","R_3p46D2Yp0UAaFxN",1,"60min","Voucher","160","pos"
1,"7","3","R_3p46D2Yp0UAaFxN",0,"SQ","SQ","SQ","SQ"
1,"8","1","R_3p46D2Yp0UAaFxN",0,"90min","Donate","300","pos"
1,"8","2","R_3p46D2Yp0UAaFxN",1,"30min","Voucher","160","neg"
1,"8","3","R_3p46D2Yp0UAaFxN",0,"SQ","SQ","SQ","SQ"
1,"1","1","R_3PMPX2W2P1aHNmX",0,"90min","Donate","160","neg"
1,"1","2","R_3PMPX2W2P1aHNmX",1,"60min","Cash","500","pos"
1,"1","3","R_3PMPX2W2P1aHNmX",0,"SQ","SQ","SQ","SQ"
1,"2","1","R_3PMPX2W2P1aHNmX",1,"90min","Cash","500","neg"
1,"2","2","R_3PMPX2W2P1aHNmX",0,"60min","Donate","300","pos"
1,"2","3","R_3PMPX2W2P1aHNmX",0,"SQ","SQ","SQ","SQ"
1,"3","1","R_3PMPX2W2P1aHNmX",0,"30min","Donate","160","pos"
1,"3","2","R_3PMPX2W2P1aHNmX",1,"90min","Cash","300","neg"
1,"3","3","R_3PMPX2W2P1aHNmX",0,"SQ","SQ","SQ","SQ"
1,"4","1","R_3PMPX2W2P1aHNmX",1,"30min","Cash","500","pos"
1,"4","2","R_3PMPX2W2P1aHNmX",0,"60min","Donate","300","neg"
1,"4","3","R_3PMPX2W2P1aHNmX",0,"SQ","SQ","SQ","SQ"
1,"5","1","R_3PMPX2W2P1aHNmX",0,"90min","Voucher","160","pos"
